method,pde,pareto_size,best_mse_domain,best_mse_boundary,mean_mse_domain,mean_mse_boundary,hypervolume,runtime_s
PI-NSGA-II,Laplace_1D,123,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0216159220
RK4/FDM,Laplace_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000212850
PI-NSGA-II,Poisson_1D,103,0.0000000000,0.0000000000,4.1970235440,0.0026988124,1.0000000000,0.0305408310
RK4/FDM,Poisson_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000226190
PI-NSGA-II,Helmholtz_1D,105,0.0000000000,0.0000000000,4.0499814337,0.0032751470,1.0000000000,0.0371348350
RK4/FDM,Helmholtz_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000137890
PI-NSGA-II,Schrodinger_1D,90,0.0000000000,0.0000000000,1.7777777778,0.0888888889,1.0000000000,0.0264047790
RK4/FDM,Schrodinger_1D,1,0.4914014268,0.0000000000,0.4914014268,0.0000000000,0.0000000000,0.0000080600
PI-NSGA-II,HarmonicOscillator_1D,91,0.0000000000,0.0000000000,0.0136984318,0.0004511900,1.0000000000,0.0285812560
RK4/FDM,HarmonicOscillator_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000063140
PI-NSGA-II,Airy_1D,196,0.0023764733,0.0000000332,0.1682853927,0.0075238056,0.9999997623,15.2281796360
RK4/FDM,Airy_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000063410
PI-NSGA-II,Laplace_2D,117,0.0000000000,0.0000000000,0.6603487719,0.0280818979,1.0000000000,0.0860578870
RK4/FDM,Laplace_2D,1,0.0003958869,0.0000000000,0.0003958869,0.0000000000,0.0000000000,0.0475487110
PI-NSGA-II,Poisson_2D,109,0.0000000000,0.0000000000,10.4475391991,0.0292505074,1.0000000000,0.0565500450
RK4/FDM,Poisson_2D,1,0.0039076445,0.0000000000,0.0039076445,0.0000000000,0.0000000000,0.1001387780
PI-NSGA-II,Helmholtz_2D,108,0.0000000000,0.0000000000,8.6830877774,0.0182514394,1.0000000000,0.0629205950
RK4/FDM,Helmholtz_2D,1,0.0048138713,0.0000000000,0.0048138713,0.0000000000,0.0000000000,0.1051708990
PI-NSGA-II,Schrodinger_2D,85,0.0000000000,0.0000000000,0.2352941176,0.0117647059,1.0000000000,0.0417315220
PI-NSGA-II,HarmonicOscillator_2D,94,0.0000000000,0.0000000000,0.0614023689,0.0019021574,1.0000000000,0.0403691530
PI-NSGA-II,Airy_2D,65,0.0135830133,0.0004848718,0.1401221064,0.0053038032,0.9999985932,52.1585466020
PI-NSGA-II,NonlinearPoisson_2D,93,0.0000000000,0.0000000000,0.1290488025,0.0028142651,1.0000000000,0.0509883250
PI-NSGA-II,Liouville_2D,93,0.0000000000,0.0000000000,0.1194215728,0.0028544992,1.0000000000,0.0491599050
PI-NSGA-II,Sine-Gordon_2D,119,0.0000000000,0.0000000000,18.4936166212,0.0506969600,1.0000000000,0.0714482850
PI-NSGA-II,Navier-Stokes_2D,16,0.0000000065,0.0000000000,0.0012370869,0.0000049803,1.0000000000,0.5689358780
