method,pde,pareto_size,best_mse_domain,best_mse_boundary,mean_mse_domain,mean_mse_boundary,hypervolume,runtime_s
PI-NSGA-II,Laplace_1D,177,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0294154180
RK4/FDM,Laplace_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000094350
PI-NSGA-II,Poisson_1D,194,0.0000000000,0.0000000000,3.7473758443,0.0119592919,0.7466901495,0.0413752590
RK4/FDM,Poisson_1D,1,1.9599999655,0.0000000000,1.9599999655,0.0000000000,0.0000000000,0.0000206670
PI-NSGA-II,Helmholtz_1D,200,0.0000000000,0.0000000000,7.2707547565,0.3227249233,0.7488447941,0.0625553720
RK4/FDM,Helmholtz_1D,1,1.9599999382,0.0000000000,1.9599999382,0.0000000000,0.0000000000,0.0000440340
PI-NSGA-II,Schrodinger_1D,187,0.0000000000,0.0000000000,0.0000000000,0.0641711230,0.8332500000,0.0366029460
RK4/FDM,Schrodinger_1D,1,0.4914014268,0.0000000000,0.4914014268,0.0000000000,0.0000000000,0.0000108090
PI-NSGA-II,HarmonicOscillator_1D,191,0.0000000000,0.0000000000,0.0104287713,0.1035594483,0.4999924947,0.0283460140
RK4/FDM,HarmonicOscillator_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000074410
PI-NSGA-II,Airy_1D,160,0.0000000000,0.0000000000,0.0520683013,0.1436532388,0.8333291029,0.0539682720
RK4/FDM,Airy_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000073680
PI-NSGA-II,Fisher_1D,200,0.0000000000,0.0000000000,0.1458816240,0.0329075823,0.8333328596,0.0604480060
RK4/FDM,Fisher_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000206230
PI-NSGA-II,Duffing_1D,200,0.0000000000,0.0000000000,0.1011898344,0.0361962841,0.8333328594,0.0528054740
RK4/FDM,Duffing_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000241790
PI-NSGA-II,ThomasFermi_1D,112,0.0000000000,0.0000000000,0.0147090759,0.1433538379,0.8571392851,0.1232663470
RK4/FDM,ThomasFermi_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000232410
PI-NSGA-II,Laplace_2D,91,0.0000000000,0.0000000000,0.1603863941,0.0322246342,0.9090816516,0.2600660640
RK4/FDM,Laplace_2D,1,0.0000062306,0.0000000000,0.0000062306,0.0000000000,0.0000000000,0.0381311800
PI-NSGA-II,Poisson_2D,174,0.0000000000,0.0000000000,8.7589166946,0.0147312921,0.8835837046,0.0640805850
RK4/FDM,Poisson_2D,1,0.9450813646,0.0000000000,0.9450813646,0.0000000000,0.0000000000,0.1510692310
PI-NSGA-II,Helmholtz_2D,185,0.0000000000,0.0000000000,12.0863072867,0.0553159714,0.8836805067,0.0709922670
RK4/FDM,Helmholtz_2D,1,0.9414860071,0.0000000000,0.9414860071,0.0000000000,0.0000000000,0.2524993380
PI-NSGA-II,Schrodinger_2D,172,0.0000000000,0.0000000000,5.1580017455,0.0771169316,0.9276140871,0.0504193050
RK4/FDM,Schrodinger_2D,1,0.2401012177,0.0000000000,0.2401012177,0.0000000000,0.0000000000,0.0459668990
PI-NSGA-II,HarmonicOscillator_2D,200,0.0000000000,0.0000000000,0.0987372217,0.0806521064,0.8571313104,0.0575414240
RK4/FDM,HarmonicOscillator_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0450220800
PI-NSGA-II,Airy_2D,131,0.0000000000,0.0000000000,0.0906499990,0.0558645445,0.8749904918,0.1270809350
RK4/FDM,Airy_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0403380360
PI-NSGA-II,Fisher_2D,191,0.0000000000,0.0000000000,0.7652378984,0.0361380438,0.9374980939,0.0593880510
RK4/FDM,Fisher_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0423191680
PI-NSGA-II,Duffing_2D,194,0.0000000000,0.0000000000,0.4385516410,0.0507719694,0.8333155374,0.0592405780
RK4/FDM,Duffing_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0488434600
PI-NSGA-II,ThomasFermi_2D,115,0.0000000000,0.0000000000,0.7031684686,0.1513564132,0.9090863806,0.1736819040
RK4/FDM,ThomasFermi_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0502808570
PI-NSGA-II,NonlinearPoisson_2D,106,0.0000000000,0.0000000000,0.3389452471,0.0935577422,0.8888261533,0.1675919370
RK4/FDM,NonlinearPoisson_2D,1,0.0001150038,0.0000000000,0.0001150038,0.0000000000,0.0000000000,0.1163956460
PI-NSGA-II,Liouville_2D,100,0.0000000000,0.0000000000,0.2337161768,0.0807883531,0.8888495943,0.1721577790
RK4/FDM,Liouville_2D,1,0.0001504742,0.0000000000,0.0001504742,0.0000000000,0.0000000000,0.1820600080
PI-NSGA-II,ThomasFermi_2D,115,0.0000000000,0.0000000000,0.7036955133,0.1500260346,0.9090863806,0.1641360860
RK4/FDM,ThomasFermi_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0520061990
PI-NSGA-II,Navier-Stokes_2D,77,0.0000000000,0.0000000000,0.0038898852,0.0000007994,0.9230769225,1.0449255480
PI-NSGA-II,Navier-Stokes-Unsteady_2D,159,0.0000000000,0.0000000000,4.3892931626,0.0251023896,0.9285661242,1.2723126580
PI-NSGA-II,Bratu_2D,83,0.0000000000,0.0000000000,0.1932766438,0.6117349888,0.8749272796,0.2524109200
RK4/FDM,Bratu_2D,1,0.0000152097,0.0000000000,0.0000152097,0.0000000000,0.0000000000,0.0968488770
PI-NSGA-II,Allen-Cahn_2D,121,0.0000000000,0.0000000000,0.0254976651,0.3369827990,0.8749470405,0.1787702770
RK4/FDM,Allen-Cahn_2D,1,0.1375674152,0.0000000000,0.1375674152,0.0000000000,0.0000000000,0.0600240600
PI-NSGA-II,Lane-Emden_1D,84,0.0000000001,0.0000000000,0.1309523810,0.0020775940,0.8332486292,0.1309211520
RK4/FDM,Lane-Emden_1D,1,0.0036296290,0.0000000000,0.0036296290,0.0000000000,0.0000000000,0.0000153770
