gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.263109
1,0,0,0.00429068
2,0,0,0.00415764
3,0,0,0.00415764
4,0,0,0.00378484
5,0,0,0.00342652
6,0,0,0.00330926
7,0,0,0.00314774
8,0,0,0.00314774
9,0,0,0.00306509
10,0,0,0.00243708
11,0,0,0.0024366
12,0,0,0.00179506
13,0,0,0.000324533
14,0,0,0.000324533
15,0,0,0.000324533
16,0,0,0.000319502
17,0,0,0.000319502
18,0,0,0.000314735
19,0,0,0.000314735
20,0,0,0.000314735
21,0,0,0.000314735
22,0,0,0.000314735
23,0,0,0.000314735
24,0,0,0.000314735
25,0,0,0.000314735
26,0,0,0.000314735
27,0,0,0.000314735
28,0,0,0.000314735
29,0,0,0.000314735
30,0,0,0.000314735
31,0,0,0.000314735
32,0,0,0.000314735
33,0,0,0.000314735
34,0,0,0.000314735
35,0,0,0.000314735
36,0,0,0.000314735
37,0,0,0.000314735
38,0,0,0.000314735
39,0,0,0.000314735
40,0,0,0.000314735
41,0,0,0.000290751
42,0,0,0.000290751
43,0,0,0.000290751
44,0,0,0.000290751
45,0,0,0.000290751
46,0,0,0.000251511
47,0,0,0.000251511
48,0,0,0.000251511
49,0,0,0.000251511
50,0,0,0.000251511
51,0,0,0.000211333
52,0,0,0.000211333
53,0,0,0.000211333
54,0,0,0.000211333
55,0,0,0.000211333
56,0,0,0.000206363
57,0,0,2.83414e-05
58,0,0,2.83414e-05
59,0,0,2.83414e-05
60,0,0,1.33784e-05
61,0,0,9.66785e-06
62,0,0,9.5909e-06
63,0,0,9.5909e-06
64,0,0,9.5909e-06
65,0,0,9.47616e-06
66,0,0,9.47616e-06
67,0,0,9.39446e-06
68,0,0,9.39446e-06
69,0,0,9.39446e-06
70,0,0,9.39446e-06
71,0,0,9.39446e-06
72,0,0,9.39446e-06
73,0,0,9.39446e-06
74,0,0,9.39446e-06
75,0,0,9.39446e-06
76,0,0,9.39446e-06
77,0,0,9.39446e-06
78,0,0,9.39446e-06
79,0,0,9.39446e-06
80,0,0,9.39446e-06
81,0,0,9.39446e-06
82,0,0,9.39446e-06
83,0,0,9.39446e-06
84,0,0,9.39446e-06
85,0,0,9.39446e-06
86,0,0,9.39446e-06
87,0,0,9.39446e-06
88,0,0,9.39446e-06
89,0,0,9.39446e-06
90,0,0,9.39446e-06
91,0,0,9.39446e-06
92,0,0,9.39446e-06
93,0,0,9.39446e-06
94,0,0,9.39446e-06
95,0,0,9.39446e-06
96,0,0,9.39446e-06
97,0,0,9.39446e-06
98,0,0,9.39446e-06
99,0,0,9.39446e-06
100,0,0,9.39446e-06
101,0,0,9.39446e-06
102,0,0,9.39446e-06
103,0,0,9.39446e-06
104,0,0,9.39446e-06
105,0,0,9.39446e-06
106,0,0,9.39446e-06
107,0,0,9.39446e-06
108,0,0,9.39446e-06
109,0,0,9.39446e-06
110,0,0,9.39446e-06
111,0,0,9.39446e-06
112,0,0,9.39446e-06
113,0,0,9.39446e-06
114,0,0,9.39446e-06
115,0,0,9.39446e-06
116,0,0,9.39446e-06
117,0,0,9.39446e-06
118,0,0,9.39446e-06
119,0,0,9.39446e-06
120,0,0,9.39446e-06
121,0,0,9.39446e-06
122,0,0,9.39446e-06
123,0,0,9.39446e-06
124,0,0,9.39446e-06
125,0,0,9.39446e-06
126,0,0,9.39446e-06
127,0,0,9.39446e-06
128,0,0,9.39446e-06
129,0,0,9.39446e-06
130,0,0,9.39446e-06
131,0,0,9.39446e-06
132,0,0,9.39446e-06
133,0,0,9.39446e-06
134,0,0,9.39446e-06
135,0,0,9.39446e-06
136,0,0,9.39446e-06
137,0,0,9.39446e-06
138,0,0,9.39446e-06
139,0,0,9.39446e-06
140,0,0,9.39446e-06
141,0,0,9.39446e-06
142,0,0,9.39446e-06
143,0,0,9.39446e-06
144,0,0,9.39446e-06
145,0,0,9.39446e-06
146,0,0,9.39446e-06
147,0,0,9.39446e-06
148,0,0,9.39446e-06
149,0,0,9.39446e-06
