gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.0403127
1,0,0,0.0239241
2,0,0,0.0239241
3,0,0,0.0239241
4,0,0,0.0239241
5,0,0,0.0239241
6,0,0,0.0239241
7,0,0,0.0239241
8,0,0,0.0239241
9,0,0,0.0239241
10,0,0,0.0239241
11,0,0,0.0239241
12,0,0,0.0239241
13,0,0,0.0239241
14,0,0,0.0239241
15,0,0,0.0239241
16,0,0,0.0239241
17,0,0,0.0239241
18,0,0,0.0239241
19,0,0,0.0239241
20,0,0,0.0239241
21,0,0,0.0239241
22,0,0,0.0239241
23,0,0,0.0239241
24,0,0,0.0239241
25,0,0,0.0239241
26,0,0,0.0239241
27,0,0,0.0239241
28,0,0,0.0239241
29,0,0,0.0239241
30,0,0,0.0239241
31,0,0,0.0239241
32,0,0,0.0239241
33,0,0,0.0239241
34,0,0,0.0239241
35,0,0,0.0239241
36,0,0,0.0239241
37,0,0,0.0239241
38,0,0,0.0239241
39,0,0,0.0239241
40,0,0,0.0239241
41,0,0,0.0239241
42,0,0,0.0239241
43,0,0,0.0239241
44,0,0,0.0239241
45,0,0,0.0239241
46,0,0,0.0239241
47,0,0,0.0239241
48,0,0,0.0239241
49,0,0,0.0239241
50,0,0,0.0239241
51,0,0,0.0239241
52,0,0,0.0239241
53,0,0,0.0239241
54,0,0,0.0239241
55,0,0,0.0239241
56,0,0,0.0239241
57,0,0,0.0239241
58,0,0,0.0239241
59,0,0,0.0239241
60,0,0,0.0239241
61,0,0,0.0239241
62,0,0,0.0239241
63,0,0,0.0239241
64,0,0,0.0239241
65,0,0,0.0239241
66,0,0,0.0239241
67,0,0,0.0239241
68,0,0,0.0239241
69,0,0,0.0239241
70,0,0,0.0239241
71,0,0,0.0239241
72,0,0,0.0239241
73,0,0,0.0239241
74,0,0,0.0239241
75,0,0,0.0239241
76,0,0,0.0239241
77,0,0,0.0239241
78,0,0,0.0239241
79,0,0,0.0239241
80,0,0,0.0239241
81,0,0,0.0239241
82,0,0,0.0239241
83,0,0,0.0239241
84,0,0,0.0239241
85,0,0,0.0239241
86,0,0,0.0239241
87,0,0,0.0239241
88,0,0,0.0239241
89,0,0,0.0239241
90,0,0,0.0239241
91,0,0,0.0239241
92,0,0,0.0239241
93,0,0,0.0239241
94,0,0,0.0239241
95,0,0,0.0239241
96,0,0,0.0239241
97,0,0,0.0239241
98,0,0,0.0239241
99,0,0,0.0239241
100,0,0,0.0239241
101,0,0,0.0239241
102,0,0,0.0239241
103,0,0,0.0239241
104,0,0,0.0239241
105,0,0,0.0239241
106,0,0,0.0239241
107,0,0,0.0239241
108,0,0,0.0239241
109,0,0,0.0239241
110,0,0,0.0239241
111,0,0,0.0239241
112,0,0,0.0239241
113,0,0,0.0239241
114,0,0,0.0239241
115,0,0,0.0239241
116,0,0,0.0239241
117,0,0,0.0239241
118,0,0,0.0239241
119,0,0,0.0239241
120,0,0,0.0239241
121,0,0,0.0239241
122,0,0,0.0239241
123,0,0,0.0239241
124,0,0,0.0239241
125,0,0,0.0239241
126,0,0,0.0239241
127,0,0,0.0239241
128,0,0,0.0239241
129,0,0,0.0239241
130,0,0,0.0239241
131,0,0,0.0239241
132,0,0,0.0239241
133,0,0,0.0239241
134,0,0,0.0239241
135,0,0,0.0239241
136,0,0,0.0239241
137,0,0,0.0239241
138,0,0,0.0239241
139,0,0,0.0239241
140,0,0,0.0239241
141,0,0,0.0239241
142,0,0,0.0239241
143,0,0,0.0239241
144,0,0,0.0239241
145,0,0,0.0239241
146,0,0,0.0239241
147,0,0,0.0239241
148,0,0,0.0239241
149,0,0,0.0239241
150,0,0,0.0239241
151,0,0,0.0239241
152,0,0,0.0239241
153,0,0,0.0239241
154,0,0,0.0239241
155,0,0,0.0239241
156,0,0,0.0239241
157,0,0,0.0239241
158,0,0,0.0239241
159,0,0,0.0239241
160,0,0,0.0239241
161,0,0,0.0239241
162,0,0,0.0239241
163,0,0,0.0239241
164,0,0,0.0239241
165,0,0,0.0239241
166,0,0,0.0239241
167,0,0,0.0239241
168,0,0,0.0239241
169,0,0,0.0239241
170,0,0,0.0239241
171,0,0,0.0239241
172,0,0,0.0239241
173,0,0,0.0239241
174,0,0,0.0239241
175,0,0,0.0239241
176,0,0,0.0239241
177,0,0,0.0239241
178,0,0,0.0239241
179,0,0,0.0239241
180,0,0,0.0239241
181,0,0,0.0239241
182,0,0,0.0239241
183,0,0,0.0239241
184,0,0,0.0239241
185,0,0,0.0239241
186,0,0,0.0239241
187,0,0,0.0239241
188,0,0,0.0239241
189,0,0,0.0239241
190,0,0,0.0239241
191,0,0,0.0239241
192,0,0,0.0239241
193,0,0,0.0239241
194,0,0,0.0239241
195,0,0,0.0239241
196,0,0,0.0239241
197,0,0,0.0239241
198,0,0,0.0239241
199,0,0,0.0239241
200,0,0,0.0239241
