gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.00100993
1,0,0,0.00100993
2,0,0,0.00100993
3,0,0,0.00100993
4,0,0,0.00100993
5,0,0,0.00100993
6,0,0,0.00100993
7,0,0,0.00100993
8,0,0,0.00100993
9,0,0,0.00100993
10,0,0,0.00100993
11,0,0,0.00100993
12,0,0,0.00100993
13,0,0,0.00100993
14,0,0,0.00100993
15,0,0,0.00100993
16,0,0,0.00100993
17,0,0,0.00100993
18,0,0,0.00100993
19,0,0,0.00100993
20,0,0,0.00100993
21,0,0,0.00100993
22,0,0,0.00100993
23,0,0,0.00100993
24,0,0,0.00100993
25,0,0,0.00100993
26,0,0,0.00100993
27,0,0,0.00100993
28,0,0,0.00100993
29,0,0,0.00100993
30,0,0,0.00100993
31,0,0,0.00100993
32,0,0,0.00100993
33,0,0,0.00100993
34,0,0,0.00100993
35,0,0,0.00100993
36,0,0,0.00100993
37,0,0,0.00100993
38,0,0,0.00100993
39,0,0,0.00100993
40,0,0,0.00100993
41,0,0,0.00100993
42,0,0,0.00100993
43,0,0,0.00100993
44,0,0,0.00100993
45,0,0,0.000551055
46,0,0,0.000551055
47,0,0,0.000551055
48,0,0,0.000551055
49,0,0,0.000551055
50,0,0,0.000551055
51,0,0,0.000551055
52,0,0,0.000551055
53,0,0,0.000551055
54,0,0,0.000551055
55,0,0,0.000551055
56,0,0,0.000551055
57,0,0,0.000551055
58,0,0,0.000551055
59,0,0,0.000551055
60,0,0,0.000551055
61,0,0,0.000551055
62,0,0,0.000551055
63,0,0,0.000551055
64,0,0,0.000551055
65,0,0,0.000551055
66,0,0,0.000551055
67,0,0,0.000551055
68,0,0,0.000551055
69,0,0,0.000551055
70,0,0,0.000551055
71,0,0,0.000551055
72,0,0,0.000551055
73,0,0,0.000551055
74,0,0,0.000551055
75,0,0,0.000551055
76,0,0,0.000551055
77,0,0,0.000551055
78,0,0,0.000551055
79,0,0,0.000551055
80,0,0,0.000551055
81,0,0,0.000551055
82,0,0,0.000551055
83,0,0,0.000551055
84,0,0,0.000551055
85,0,0,0.000551055
86,0,0,0.000551055
87,0,0,0.000551055
88,0,0,0.000551055
89,0,0,0.000551055
90,0,0,0.000551055
91,0,0,0.000551055
92,0,0,0.000551055
93,0,0,0.000551055
94,0,0,0.000551055
95,0,0,0.000551055
96,0,0,0.000551055
97,0,0,0.000551055
98,0,0,0.000551055
99,0,0,0.000551055
100,0,0,0.000551055
101,0,0,0.000551055
102,0,0,0.000551055
103,0,0,0.000551055
104,0,0,0.000551055
105,0,0,0.000551055
106,0,0,0.000424246
107,0,0,0.000424246
108,0,0,0.000424246
109,0,0,0.000424246
110,0,0,0.000424246
111,0,0,0.000424246
112,0,0,0.000424246
113,0,0,0.000424246
114,0,0,0.000424246
115,0,0,0.000424246
116,0,0,0.000424246
117,0,0,0.000424246
118,0,0,0.000424246
119,0,0,0.000424246
120,0,0,0.000424246
121,0,0,0.000424246
122,0,0,0.000424246
123,0,0,0.000424246
124,0,0,0.000424246
125,0,0,0.000424246
126,0,0,0.000424246
127,0,0,0.000424246
128,0,0,0.000424246
129,0,0,0.000424246
130,0,0,0.000424246
131,0,0,0.000424246
132,0,0,0.000424246
133,0,0,0.000424246
134,0,0,0.000424246
135,0,0,0.000424246
136,0,0,0.000424246
137,0,0,0.000424246
138,0,0,0.000424246
139,0,0,0.000424246
140,0,0,0.000424246
141,0,0,0.000424246
142,0,0,0.000424246
143,0,0,0.000424246
144,0,0,9.35471e-05
145,0,0,9.35471e-05
146,0,0,9.35471e-05
147,0,0,9.35471e-05
148,0,0,9.35471e-05
149,0,0,9.35471e-05
150,0,0,9.35471e-05
151,0,0,9.35471e-05
152,0,0,9.35471e-05
153,0,0,9.35471e-05
154,0,0,9.35471e-05
155,0,0,9.35471e-05
156,0,0,9.35471e-05
157,0,0,9.35471e-05
158,0,0,9.35471e-05
159,0,0,9.35471e-05
160,0,0,9.35471e-05
161,0,0,9.35471e-05
162,0,0,9.35471e-05
163,0,0,9.35471e-05
164,0,0,9.35471e-05
165,0,0,9.35471e-05
166,0,0,9.35471e-05
167,0,0,9.35471e-05
168,0,0,9.35471e-05
169,0,0,9.35471e-05
170,0,0,9.35471e-05
171,0,0,9.35471e-05
172,0,0,9.35471e-05
173,0,0,9.35471e-05
174,0,0,9.35471e-05
175,0,0,9.35471e-05
176,0,0,9.35471e-05
177,0,0,9.35471e-05
178,0,0,9.35471e-05
179,0,0,9.35471e-05
180,0,0,9.35471e-05
181,0,0,9.35471e-05
182,0,0,9.35471e-05
183,0,0,9.35471e-05
184,0,0,9.35471e-05
185,0,0,9.35471e-05
186,0,0,9.35471e-05
187,0,0,9.35471e-05
188,0,0,9.35471e-05
189,0,0,9.35471e-05
190,0,0,9.35471e-05
191,0,0,9.35471e-05
192,0,0,9.35471e-05
193,0,0,9.35471e-05
194,0,0,9.35471e-05
195,0,0,9.35471e-05
196,0,0,9.35471e-05
197,0,0,9.35471e-05
198,0,0,9.35471e-05
199,0,0,9.35471e-05
200,0,0,9.35471e-05
201,0,0,9.35471e-05
202,0,0,9.35471e-05
203,0,0,9.35471e-05
204,0,0,9.35471e-05
205,0,0,9.35471e-05
206,0,0,9.35471e-05
207,0,0,9.35471e-05
208,0,0,9.35471e-05
209,0,0,9.35471e-05
210,0,0,9.35471e-05
211,0,0,9.35471e-05
212,0,0,9.35471e-05
213,0,0,9.35471e-05
214,0,0,9.35471e-05
215,0,0,9.35471e-05
216,0,0,9.35471e-05
217,0,0,9.35471e-05
218,0,0,9.35471e-05
219,0,0,9.35471e-05
220,0,0,9.35471e-05
221,0,0,9.35471e-05
222,0,0,9.35471e-05
223,0,0,9.35471e-05
224,0,0,9.35471e-05
225,0,0,9.35471e-05
226,0,0,9.35471e-05
227,0,0,9.35471e-05
228,0,0,9.35471e-05
