method,pde,pareto_size,best_mse_domain,best_mse_boundary,mean_mse_domain,mean_mse_boundary,hypervolume,runtime_s
PI-NSGA-II,Laplace_1D,136,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0203267960
RK4/FDM,Laplace_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000160360
PI-NSGA-II,Poisson_1D,107,0.0000000000,0.0000000000,7.4773413260,0.0000000000,1.0000000000,0.0260224630
RK4/FDM,Poisson_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000128900
PI-NSGA-II,Helmholtz_1D,109,0.0000000000,0.0000000000,6.5992130425,0.0012716536,1.0000000000,0.0427652920
RK4/FDM,Helmholtz_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000139670
PI-NSGA-II,Schrodinger_1D,106,0.0000000000,0.0000000000,3.7667536181,0.1705353911,1.0000000000,0.0229257530
RK4/FDM,Schrodinger_1D,1,0.4914014268,0.0000000000,0.4914014268,0.0000000000,0.0000000000,0.0000180300
PI-NSGA-II,HarmonicOscillator_1D,91,0.0000000000,0.0000000000,0.0323708608,0.0011147418,1.0000000000,0.0219271010
RK4/FDM,HarmonicOscillator_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000062940
PI-NSGA-II,Airy_1D,250,0.0019950879,0.0000002116,0.1080330834,0.0043053004,0.9999998005,20.2443020460
RK4/FDM,Airy_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000062990
PI-NSGA-II,Laplace_2D,108,0.0000000000,0.0000000000,0.4142791613,0.0192486225,1.0000000000,0.0709378310
RK4/FDM,Laplace_2D,1,0.0003958869,0.0000000000,0.0003958869,0.0000000000,0.0000000000,0.0461290650
PI-NSGA-II,Poisson_2D,86,0.0000000000,0.0000000000,6.0903024362,0.0062626578,1.0000000000,0.0520876240
RK4/FDM,Poisson_2D,1,0.0039076445,0.0000000000,0.0039076445,0.0000000000,0.0000000000,0.1102242360
PI-NSGA-II,Helmholtz_2D,87,0.0000000000,0.0000000000,6.4130918731,0.0100261126,1.0000000000,0.0723418310
RK4/FDM,Helmholtz_2D,1,0.0048138713,0.0000000000,0.0048138713,0.0000000000,0.0000000000,0.1009388990
PI-NSGA-II,Schrodinger_2D,92,0.0000000000,0.0000000000,1.2427508828,0.0428150586,1.0000000000,0.0387395110
PI-NSGA-II,HarmonicOscillator_2D,93,0.0000000000,0.0000000000,0.0826027871,0.0020106346,1.0000000000,0.0428000090
PI-NSGA-II,Airy_2D,122,0.0772574227,0.0035837245,0.2094983519,0.0086731553,0.9999919159,6.4854408310
PI-NSGA-II,NonlinearPoisson_2D,86,0.0000000000,0.0000000000,0.0912396778,0.0018972767,1.0000000000,0.0463985120
PI-NSGA-II,Liouville_2D,86,0.0000000000,0.0000000000,0.0829207257,0.0019250852,1.0000000000,0.0520689500
PI-NSGA-II,Sine-Gordon_2D,90,0.0000000000,0.0000000000,10.7603581359,0.0220242538,1.0000000000,0.0641935170
PI-NSGA-II,Navier-Stokes_2D,17,0.0000000063,0.0000000000,0.0001302307,0.0000065115,1.0000000000,0.4842985510
