gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,6.91904e-12
1,0,0,6.91904e-12
2,0,0,6.91904e-12
3,0,0,6.91904e-12
4,0,0,6.91904e-12
5,0,0,6.91904e-12
6,0,0,6.91904e-12
7,0,0,6.91904e-12
8,0,0,6.91904e-12
9,0,0,6.91904e-12
10,0,0,6.91904e-12
11,0,0,6.91904e-12
12,0,0,6.91904e-12
13,0,0,6.91904e-12
14,0,0,6.91904e-12
15,0,0,6.91904e-12
16,0,0,6.91904e-12
17,0,0,6.91904e-12
18,0,0,6.91904e-12
19,0,0,6.91904e-12
20,0,0,6.91904e-12
21,0,0,6.91904e-12
22,0,0,6.91904e-12
23,0,0,6.91904e-12
24,0,0,6.91904e-12
25,0,0,6.91904e-12
26,0,0,6.91904e-12
27,0,0,6.91904e-12
28,0,0,6.91904e-12
29,0,0,6.91904e-12
30,0,0,6.91904e-12
31,0,0,6.91904e-12
32,0,0,6.91904e-12
33,0,0,6.91904e-12
34,0,0,6.91904e-12
35,0,0,6.91904e-12
36,0,0,6.91904e-12
37,0,0,6.91904e-12
38,0,0,6.91904e-12
39,0,0,6.91904e-12
40,0,0,6.91904e-12
41,0,0,6.91904e-12
42,0,0,6.91904e-12
43,0,0,6.91904e-12
44,0,0,6.91904e-12
45,0,0,6.91904e-12
46,0,0,6.91904e-12
47,0,0,6.91904e-12
48,0,0,6.91904e-12
49,0,0,6.91904e-12
50,0,0,6.91904e-12
51,0,0,6.91904e-12
52,0,0,6.91904e-12
53,0,0,6.91904e-12
54,0,0,6.91904e-12
55,0,0,6.91904e-12
56,0,0,6.91904e-12
57,0,0,6.91904e-12
58,0,0,6.91904e-12
59,0,0,6.91904e-12
60,0,0,6.91904e-12
61,0,0,6.91904e-12
62,0,0,6.91904e-12
63,0,0,6.91904e-12
64,0,0,6.91904e-12
65,0,0,6.91904e-12
66,0,0,6.91904e-12
67,0,0,6.91904e-12
68,0,0,6.91904e-12
69,0,0,6.91904e-12
70,0,0,6.91904e-12
71,0,0,6.91904e-12
72,0,0,6.91904e-12
73,0,0,6.91904e-12
74,0,0,6.91904e-12
75,0,0,6.91904e-12
76,0,0,6.91904e-12
77,0,0,6.91904e-12
78,0,0,6.91904e-12
79,0,0,6.91904e-12
80,0,0,6.91904e-12
81,0,0,6.91904e-12
82,0,0,6.91904e-12
83,0,0,6.91904e-12
84,0,0,6.91904e-12
85,0,0,6.91904e-12
86,0,0,6.91904e-12
87,0,0,6.91904e-12
88,0,0,6.91904e-12
89,0,0,6.91904e-12
90,0,0,6.91904e-12
91,0,0,6.91904e-12
92,0,0,6.91904e-12
93,0,0,6.91904e-12
94,0,0,6.91904e-12
95,0,0,6.91904e-12
96,0,0,6.91904e-12
97,0,0,6.91904e-12
98,0,0,6.91904e-12
99,0,0,6.91904e-12
100,0,0,6.91904e-12
101,0,0,6.91904e-12
102,0,0,6.91904e-12
103,0,0,6.91904e-12
104,0,0,6.91904e-12
105,0,0,6.91904e-12
