method,pde,pareto_size,best_mse_domain,best_mse_boundary,mean_mse_domain,mean_mse_boundary,hypervolume,runtime_s
PI-NSGA-II,Laplace_1D,163,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0317918080
RK4/FDM,Laplace_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000089900
PI-NSGA-II,Poisson_1D,177,0.0000000000,0.0000000000,5.2660022125,0.0020002074,0.7465860319,0.0426864400
RK4/FDM,Poisson_1D,1,1.9599999655,0.0000000000,1.9599999655,0.0000000000,0.0000000000,0.0000202760
PI-NSGA-II,Helmholtz_1D,181,0.0000000000,0.0000000000,6.7417795724,0.0896434515,0.7479212438,0.0448260620
RK4/FDM,Helmholtz_1D,1,1.9599999382,0.0000000000,1.9599999382,0.0000000000,0.0000000000,0.0000440140
PI-NSGA-II,Schrodinger_1D,168,0.0000000000,0.0000000000,0.0000000000,0.1071428571,0.8332500000,0.0421378740
RK4/FDM,Schrodinger_1D,1,0.4914014268,0.0000000000,0.4914014268,0.0000000000,0.0000000000,0.0000098390
PI-NSGA-II,HarmonicOscillator_1D,175,0.0000000000,0.0000000000,0.0098591050,0.0675549336,0.4999990596,0.0358342810
RK4/FDM,HarmonicOscillator_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000073240
PI-NSGA-II,Airy_1D,139,0.0000000000,0.0000000000,0.0485200411,0.1054198405,0.9473681240,0.0613513030
RK4/FDM,Airy_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000075070
PI-NSGA-II,Fisher_1D,189,0.0000000000,0.0000000000,0.1392427644,0.0446499975,0.9230767044,0.0357903930
RK4/FDM,Fisher_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000207180
PI-NSGA-II,Duffing_1D,192,0.0000000000,0.0000000000,0.0930719347,0.0245389091,0.8333328592,0.0371354100
RK4/FDM,Duffing_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000241450
PI-NSGA-II,ThomasFermi_1D,105,0.0000000000,0.0000000000,0.0267485967,0.1219521156,0.8571419479,0.1270739380
RK4/FDM,ThomasFermi_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000233050
PI-NSGA-II,Laplace_2D,79,0.0000000000,0.0000000000,3.6584550790,0.0121382817,0.9090830174,0.2479728560
RK4/FDM,Laplace_2D,1,0.0000062306,0.0000000000,0.0000062306,0.0000000000,0.0000000000,0.0381868410
PI-NSGA-II,Poisson_2D,174,0.0000000000,0.0000000000,16.8250537991,0.0306159104,0.8817973368,0.0609912330
RK4/FDM,Poisson_2D,1,0.9450813646,0.0000000000,0.9450813646,0.0000000000,0.0000000000,0.1512664450
PI-NSGA-II,Helmholtz_2D,183,0.0000000000,0.0000000000,13.7297978174,0.2257862219,0.8841275600,0.0689195710
RK4/FDM,Helmholtz_2D,1,0.9414860071,0.0000000000,0.9414860071,0.0000000000,0.0000000000,0.2514763370
PI-NSGA-II,Schrodinger_2D,171,0.0000000000,0.0000000000,0.1215342934,0.0478394888,0.9282443804,0.0443550990
RK4/FDM,Schrodinger_2D,1,0.2401012177,0.0000000000,0.2401012177,0.0000000000,0.0000000000,0.0457176680
PI-NSGA-II,HarmonicOscillator_2D,170,0.0000000000,0.0000000000,0.0315066883,0.0203184620,0.7999939075,0.0474051050
RK4/FDM,HarmonicOscillator_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0430533980
PI-NSGA-II,Airy_2D,136,0.0000000000,0.0000000000,0.0712686436,0.0576375841,0.8749967802,0.0814764040
RK4/FDM,Airy_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0397401900
PI-NSGA-II,Fisher_2D,185,0.0000000000,0.0000000000,0.7744783065,0.0376256108,0.9285696768,0.0568011090
RK4/FDM,Fisher_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0410818100
PI-NSGA-II,Duffing_2D,182,0.0000000000,0.0000000000,0.4207280394,0.0420963372,0.9230748978,0.0557452420
RK4/FDM,Duffing_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0498642380
PI-NSGA-II,ThomasFermi_2D,124,0.0000000000,0.0000000000,0.6650653958,0.1459715348,0.9230742808,0.1645173150
RK4/FDM,ThomasFermi_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0504943680
PI-NSGA-II,NonlinearPoisson_2D,83,0.0000000000,0.0000000000,0.1958732652,0.0327447543,0.8888275124,0.1627889310
RK4/FDM,NonlinearPoisson_2D,1,0.0001150038,0.0000000000,0.0001150038,0.0000000000,0.0000000000,0.1121396900
PI-NSGA-II,Liouville_2D,85,0.0000000000,0.0000000000,0.1531750541,0.0296591549,0.8888497516,0.1654222270
