method,pde,pareto_size,best_mse_domain,best_mse_boundary,mean_mse_domain,mean_mse_boundary,hypervolume,runtime_s
PI-NSGA-II,Laplace_1D,182,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0288596060
RK4/FDM,Laplace_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000091850
PI-NSGA-II,Poisson_1D,166,0.0000000000,0.0000000000,4.7434121012,0.0058671840,0.7468362163,0.0409172330
RK4/FDM,Poisson_1D,1,1.9599999655,0.0000000000,1.9599999655,0.0000000000,0.0000000000,0.0000200040
PI-NSGA-II,Helmholtz_1D,182,0.0000000000,0.0000000000,3.7923919798,0.2412197398,0.7487416460,0.0435136680
RK4/FDM,Helmholtz_1D,1,1.9599999382,0.0000000000,1.9599999382,0.0000000000,0.0000000000,0.0000435870
PI-NSGA-II,Schrodinger_1D,165,0.0000000000,0.0000000000,0.0000000000,0.0606060606,0.8332500000,0.0408657670
RK4/FDM,Schrodinger_1D,1,0.4914014268,0.0000000000,0.4914014268,0.0000000000,0.0000000000,0.0000100480
PI-NSGA-II,HarmonicOscillator_1D,192,0.0000000000,0.0000000000,0.0190877720,0.1273958951,0.4999978362,0.0319455620
RK4/FDM,HarmonicOscillator_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000070060
PI-NSGA-II,Airy_1D,161,0.0000000000,0.0000000000,0.0558821540,0.1193252680,0.9166657701,0.0568404450
RK4/FDM,Airy_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000073440
PI-NSGA-II,Fisher_1D,198,0.0000000000,0.0000000000,0.1255945753,0.0382706000,0.8571424511,0.0363032160
RK4/FDM,Fisher_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000207440
PI-NSGA-II,Duffing_1D,200,0.0000000000,0.0000000000,0.1175504796,0.0286116761,0.8333328593,0.0717059210
RK4/FDM,Duffing_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000240940
PI-NSGA-II,ThomasFermi_1D,130,0.0000000000,0.0000000000,0.0400654917,0.1508972264,0.8888861270,0.1295592560
RK4/FDM,ThomasFermi_1D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000227030
PI-NSGA-II,Laplace_2D,71,0.0000000000,0.0000000000,0.1365163816,0.0042050411,0.9090836159,0.2479768010
RK4/FDM,Laplace_2D,1,0.0000062306,0.0000000000,0.0000062306,0.0000000000,0.0000000000,0.0382664270
PI-NSGA-II,Poisson_2D,166,0.0000000000,0.0000000000,17.1613396353,0.0381882092,0.8848128036,0.0612421720
RK4/FDM,Poisson_2D,1,0.9450813646,0.0000000000,0.9450813646,0.0000000000,0.0000000000,0.1516954110
PI-NSGA-II,Helmholtz_2D,165,0.0000000000,0.0000000000,13.5526033874,0.1278911259,0.8846049834,0.0657323930
RK4/FDM,Helmholtz_2D,1,0.9414860071,0.0000000000,0.9414860071,0.0000000000,0.0000000000,0.2503324690
PI-NSGA-II,Schrodinger_2D,141,0.0000000000,0.0000000000,0.0010623311,0.0154336062,0.9285137376,0.0492508260
RK4/FDM,Schrodinger_2D,1,0.2401012177,0.0000000000,0.2401012177,0.0000000000,0.0000000000,0.0456037980
PI-NSGA-II,HarmonicOscillator_2D,172,0.0000000000,0.0000000000,0.0263982673,0.0585094008,0.7999934356,0.0516621080
RK4/FDM,HarmonicOscillator_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0446174320
PI-NSGA-II,Airy_2D,110,0.0000000000,0.0000000000,0.0866949061,0.0269401325,0.8749975664,0.0802622030
RK4/FDM,Airy_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0398879060
PI-NSGA-II,Fisher_2D,190,0.0000000000,0.0000000000,0.7309546920,0.0392147197,0.9523797926,0.0982573600
RK4/FDM,Fisher_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0433563800
PI-NSGA-II,Duffing_2D,196,0.0000000000,0.0000000000,0.4987410549,0.0537842907,0.8333289476,0.0548533250
RK4/FDM,Duffing_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0482996850
PI-NSGA-II,ThomasFermi_2D,89,0.0000000002,0.0000000000,0.7710034362,0.1407843235,0.9090873472,0.1633312510
RK4/FDM,ThomasFermi_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0512955440
PI-NSGA-II,NonlinearPoisson_2D,74,0.0000000000,0.0000000000,0.1892479788,0.0257267081,0.8888103763,0.1656917830
RK4/FDM,NonlinearPoisson_2D,1,0.0001150038,0.0000000000,0.0001150038,0.0000000000,0.0000000000,0.1131472000
PI-NSGA-II,Liouville_2D,83,0.0000000000,0.0000000000,0.2041448807,0.0425726000,0.8888465730,0.1706845910
RK4/FDM,Liouville_2D,1,0.0001504742,0.0000000000,0.0001504742,0.0000000000,0.0000000000,0.1797910610
PI-NSGA-II,ThomasFermi_2D,89,0.0000000002,0.0000000000,0.7598027322,0.1419482677,0.9090873472,0.1597317740
RK4/FDM,ThomasFermi_2D,1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0501512100
PI-NSGA-II,Navier-Stokes_2D,65,0.0000000000,0.0000000000,0.0020576209,0.0000004509,0.9333333328,1.0525595410
PI-NSGA-II,Navier-Stokes-Unsteady_2D,146,0.0000000000,0.0000000000,0.8390078573,0.0009502510,0.9374964501,1.3201455870
PI-NSGA-II,Bratu_2D,75,0.0000000000,0.0000000000,0.2607108719,0.3387429098,0.8999512282,0.2509953830
RK4/FDM,Bratu_2D,1,0.0000152097,0.0000000000,0.0000152097,0.0000000000,0.0000000000,0.0987355890
PI-NSGA-II,Allen-Cahn_2D,97,0.0000000000,0.0000000000,0.0270561578,0.2078805130,0.8749566728,0.1697292470
RK4/FDM,Allen-Cahn_2D,1,0.1375674152,0.0000000000,0.1375674152,0.0000000000,0.0000000000,0.0596380090
PI-NSGA-II,Lane-Emden_1D,75,0.0000000021,0.0000000000,0.0417624241,0.0089454739,0.8332810099,0.1309295080
RK4/FDM,Lane-Emden_1D,1,0.0036296290,0.0000000000,0.0036296290,0.0000000000,0.0000000000,0.0000159250
